Player,Location,Opposition,OppositionTeam,NotOut,FinalScore,StartDate,PlayerID,RestDays,Innings,DateYYYYMMDD,OpponentRank,RankDateUsed,y_log_runs,OppStrength,Home,Away,OppStrengthZ,RestDaysZ,InningsZ,PlayerIndex,P_OOF,P_NF,P_HF
BKG Mendis,Home,v Afghanistan, Afghanistan,0,78,2023-06-04,5,1,20,20230604,8,20230604,4.3694478524670215,-8.0,1,0,-0.2861633758819162,-0.3907950422997909,-0.17693760077564624,1,0.09138818846900001,0.246395547141,0.66221626404
BKG Mendis,Home,v Afghanistan, Afghanistan,1,11,2023-06-07,5,2,21,20230607,9,20230607,2.4849066497880004,-9.0,1,0,-0.5379709792356362,-0.37900666717981946,-0.12129291360592004,1,0.21241686556999997,0.31557317625,0.47200995825
BKG Mendis,Neutral,v U.A.E., United Arab Emirates,0,78,2023-06-19,5,11,22,20230619,19,20230619,4.3694478524670215,-19.0,0,0,-3.056047012772837,-0.2729112911000767,-0.06564822643619385,1,0.09181709326999998,0.32979555287000006,0.578387353858
BKG Mendis,Neutral,v Ireland, Ireland,0,0,2023-06-25,5,5,23,20230625,13,20230625,0.0,-13.0,0,0,-1.5452013926505164,-0.3436415418199052,-0.010003539266467654,1,0.9920731345000001,0.007512187326689299,0.00041467764798089633
BKG Mendis,Neutral,v Scotland, Scotland,0,1,2023-06-27,5,1,24,20230627,12,20230627,0.6931471805599453,-12.0,0,0,-1.2933937892967964,-0.3907950422997909,0.04564114790325854,1,0.9943627708000002,0.005223707936782,0.0004135213015167262
BKG Mendis,Neutral,v Netherlands, Netherlands,0,10,2023-06-30,5,2,25,20230630,15,20230630,2.3978952727983707,-15.0,0,0,-2.0488165993579566,-0.37900666717981946,0.10128583507298473,1,0.8829639385,0.09030061683099999,0.02673544515627351
BKG Mendis,Away,v Zimbabwe, Zimbabwe,1,25,2023-07-02,5,1,26,20230702,11,20230702,3.258096538021482,-11.0,0,1,-1.0415861859430764,-0.3907950422997909,0.15693052224271092,1,0.14029968186000003,0.26024945343999994,0.59945086458
BKG Mendis,Neutral,v West Indies, West Indies,1,34,2023-07-07,5,4,27,20230707,10,20230707,3.5553480614894135,-10.0,0,0,-0.7897785825893563,-0.35542991693987663,0.21257520941243713,1,0.100891585577,0.28494553937999995,0.6141628742999999
BKG Mendis,Neutral,v Netherlands, Netherlands,0,43,2023-07-09,5,1,28,20230709,14,20230709,3.784189633918261,-14.0,0,0,-1.7970089960042364,-0.3907950422997909,0.26821989658216333,1,0.15592953391,0.3910099921,0.45306047370634006
BKG Mendis,Home,v Bangladesh, Bangladesh,0,5,2023-08-31,5,52,29,20230831,7,20230831,1.791759469228055,-7.0,1,0,-0.034355772528196146,0.2104120888187515,0.3238645837518895,1,0.876783371,0.11214893680699997,0.011067692114664535
BKG Mendis,Neutral,v Afghanistan, Afghanistan,0,92,2023-09-05,5,4,30,20230905,9,20230905,4.532599493153256,-9.0,0,0,-0.5379709792356362,-0.35542991693987663,0.3795092709216157,1,0.08516385402900001,0.23343259457909998,0.6814035504999998
