Player,Location,Opposition,OppositionTeam,NotOut,FinalScore,StartDate,PlayerID,RestDays,Innings,DateYYYYMMDD,OpponentRank,RankDateUsed,y_log_runs,OppStrength,Home,Away,OppStrengthZ,RestDaysZ,InningsZ,PlayerIndex,P_OOF,P_NF,P_HF,prob_sum,most_likely_state
BKG Mendis,Home,v Afghanistan, Afghanistan,0,1,2022-11-25,5,153,11,20221125,9,20221125,0.6931471805599453,-9.0,1,0,-0.5379709792356362,1.4010379759358649,-0.677739785303182,1,0.96601004382,0.0319576206955525,0.0020323354557135,0.999999999971266,OOF
BKG Mendis,Home,v Afghanistan, Afghanistan,1,2,2022-11-27,5,1,12,20221127,9,20221127,1.0986122886681096,-9.0,1,0,-0.5379709792356362,-0.3907950422997909,-0.6220950981334558,1,0.448497442195,0.242368058194625,0.3091344996043275,0.9999999999939525,OOF
BKG Mendis,Home,v Afghanistan, Afghanistan,0,67,2022-11-30,5,2,13,20221130,9,20221130,4.219507705176107,-9.0,1,0,-0.5379709792356362,-0.3790066671798194,-0.5664504109637296,1,0.085647879772558,0.3223616259607575,0.5919904942580054,0.9999999999913209,HF
BKG Mendis,Away,v India, India,0,0,2023-01-10,5,40,14,20230110,5,20230110,0.0,-5.0,0,1,0.4692594341792439,0.0689515873790944,-0.5108057237940034,1,0.9855966427,0.0134201949226081,0.0009831623570615,0.9999999999796697,OOF
BKG Mendis,Away,v India, India,0,34,2023-01-12,5,1,15,20230112,4,20230112,3.555348061489413,-4.0,0,1,0.721067037532964,-0.3907950422997909,-0.4551610366242772,1,0.1331149597405635,0.3094276590488125,0.5574573812322755,1.0000000000216516,HF
BKG Mendis,Away,v India, India,0,4,2023-01-15,5,2,16,20230115,4,20230115,1.6094379124341005,-4.0,0,1,0.721067037532964,-0.3790066671798194,-0.399516349454551,1,0.8290323771125,0.14537176861591,0.025595854235996,0.999999999964406,OOF
BKG Mendis,Away,v New Zealand, New Zealand,0,0,2023-03-25,5,68,17,20230325,3,20230325,0.0,-3.0,0,1,0.972874640886684,0.3990260907382942,-0.3438716622848248,1,0.9888186620825,0.0104927852241131,0.0006885527006057,1.000000000007219,OOF
BKG Mendis,Away,v New Zealand, New Zealand,0,0,2023-03-31,5,5,18,20230331,2,20230331,0.0,-2.0,0,1,1.224682244240404,-0.3436415418199052,-0.2882269751150986,1,0.993155716605,0.0063076095651371,0.0005366738706101,1.0000000000407472,OOF
BKG Mendis,Home,v Afghanistan, Afghanistan,0,11,2023-06-02,5,62,19,20230602,8,20230602,2.4849066497880004,-8.0,1,0,-0.2861633758819162,0.3282958400184657,-0.2325822879453724,1,0.744183059788,0.194281893308575,0.0615350469067832,1.0000000000033582,OOF
BKG Mendis,Home,v Afghanistan, Afghanistan,0,78,2023-06-04,5,1,20,20230604,8,20230604,4.3694478524670215,-8.0,1,0,-0.2861633758819162,-0.3907950422997909,-0.1769376007756462,1,0.0859856193002037,0.3051100558185,0.608904324980385,1.0000000000990887,HF
BKG Mendis,Home,v Afghanistan, Afghanistan,1,11,2023-06-07,5,2,21,20230607,9,20230607,2.4849066497880004,-9.0,1,0,-0.5379709792356362,-0.3790066671798194,-0.12129291360592,1,0.196944463160275,0.36307944427275,0.4399760923831,0.999999999816125,HF
BKG Mendis,Neutral,v U.A.E., United Arab Emirates,0,78,2023-06-19,5,11,22,20230619,19,20230619,4.3694478524670215,-19.0,0,0,-3.056047012772837,-0.2729112911000767,-0.0656482264361938,1,0.0834575227407547,0.3777192343264449,0.5388232429583981,1.0000000000255977,HF
